3.126537700000000086e+01,3.000376699999999985e+01
3.126447699999999941e+01,3.000470400000000026e+01
3.126447699999999941e+01,3.000470400000000026e+01
3.126447699999999941e+01,3.000470400000000026e+01
3.126447699999999941e+01,3.000470400000000026e+01
3.126447699999999941e+01,3.000470400000000026e+01
3.126447699999999941e+01,3.000470400000000026e+01
3.126447699999999941e+01,3.000470400000000026e+01
3.126447699999999941e+01,3.000470400000000026e+01
3.126447699999999941e+01,3.000470400000000026e+01
3.126447699999999941e+01,3.000470400000000026e+01
3.126447699999999941e+01,3.000470400000000026e+01
3.126447699999999941e+01,3.000470400000000026e+01
3.126447699999999941e+01,3.000470400000000026e+01
3.126447699999999941e+01,3.000470400000000026e+01
3.126447699999999941e+01,3.000470400000000026e+01
3.126447699999999941e+01,3.000470400000000026e+01
3.126447699999999941e+01,3.000470400000000026e+01
3.126447699999999941e+01,3.000470400000000026e+01
3.126447699999999941e+01,3.000470400000000026e+01
3.126447699999999941e+01,3.000470400000000026e+01
3.126447699999999941e+01,3.000470400000000026e+01
3.126447699999999941e+01,3.000470400000000026e+01
3.126447699999999941e+01,3.000470400000000026e+01
3.126447699999999941e+01,3.000470400000000026e+01
3.126447699999999941e+01,3.000470400000000026e+01
3.126447699999999941e+01,3.000470400000000026e+01
3.126447699999999941e+01,3.000470400000000026e+01
3.126447699999999941e+01,3.000470400000000026e+01
3.126447699999999941e+01,3.000470400000000026e+01
3.126447699999999941e+01,3.000470400000000026e+01
3.126447699999999941e+01,3.000470400000000026e+01
3.126447699999999941e+01,3.000470400000000026e+01
3.126447699999999941e+01,3.000470400000000026e+01
3.126447699999999941e+01,3.000470400000000026e+01
3.126447699999999941e+01,3.000470400000000026e+01
3.126447699999999941e+01,3.000470400000000026e+01
3.126447699999999941e+01,3.000470400000000026e+01
3.126447699999999941e+01,3.000470400000000026e+01
3.126447699999999941e+01,3.000470400000000026e+01
3.126447699999999941e+01,3.000470400000000026e+01
3.126447699999999941e+01,3.000470400000000026e+01
3.126447699999999941e+01,3.000470400000000026e+01
3.126447699999999941e+01,3.000470400000000026e+01
3.126447699999999941e+01,3.000470400000000026e+01
3.126447699999999941e+01,3.000470400000000026e+01
3.126447699999999941e+01,3.000470400000000026e+01
3.126447699999999941e+01,3.000470400000000026e+01
3.126447699999999941e+01,3.000470400000000026e+01
3.126447699999999941e+01,3.000470400000000026e+01
3.126447699999999941e+01,3.000470400000000026e+01
3.126447699999999941e+01,3.000470400000000026e+01
3.126447699999999941e+01,3.000470400000000026e+01
3.126447699999999941e+01,3.000470400000000026e+01
3.126447699999999941e+01,3.000470400000000026e+01
3.126447699999999941e+01,3.000470400000000026e+01
3.126447699999999941e+01,3.000470400000000026e+01
3.126447699999999941e+01,3.000470400000000026e+01
3.126447699999999941e+01,3.000470400000000026e+01
3.126447699999999941e+01,3.000470400000000026e+01
3.126447699999999941e+01,3.000470400000000026e+01
3.126447699999999941e+01,3.000470400000000026e+01
3.126447699999999941e+01,3.000470400000000026e+01
3.126447699999999941e+01,3.000470400000000026e+01
3.126447699999999941e+01,3.000470400000000026e+01
3.126447699999999941e+01,3.000470400000000026e+01
3.126447699999999941e+01,3.000470400000000026e+01
3.126447699999999941e+01,3.000470400000000026e+01
3.126447699999999941e+01,3.000470400000000026e+01
3.126447699999999941e+01,3.000470400000000026e+01
3.126447699999999941e+01,3.000470400000000026e+01
3.126447699999999941e+01,3.000470400000000026e+01
3.126447699999999941e+01,3.000470400000000026e+01
3.126447699999999941e+01,3.000470400000000026e+01
3.126447699999999941e+01,3.000470400000000026e+01
3.126447699999999941e+01,3.000470400000000026e+01
3.126447699999999941e+01,3.000470400000000026e+01
3.126447699999999941e+01,3.000470400000000026e+01
3.126447699999999941e+01,3.000470400000000026e+01
3.126447699999999941e+01,3.000470400000000026e+01
3.126447699999999941e+01,3.000470400000000026e+01
3.126447699999999941e+01,3.000470400000000026e+01
3.126447699999999941e+01,3.000470400000000026e+01
3.126447699999999941e+01,3.000470400000000026e+01
3.126447699999999941e+01,3.000470400000000026e+01
3.126447699999999941e+01,3.000470400000000026e+01
3.126447699999999941e+01,3.000470400000000026e+01
3.126447699999999941e+01,3.000470400000000026e+01
3.126447699999999941e+01,3.000470400000000026e+01
3.126447699999999941e+01,3.000470400000000026e+01
3.126447699999999941e+01,3.000470400000000026e+01
3.126447699999999941e+01,3.000470400000000026e+01
3.126447699999999941e+01,3.000470400000000026e+01
3.126447699999999941e+01,3.000470400000000026e+01
3.126447699999999941e+01,3.000470400000000026e+01
3.126447699999999941e+01,3.000470400000000026e+01
3.126447699999999941e+01,3.000470400000000026e+01
3.126447699999999941e+01,3.000470400000000026e+01
3.126447699999999941e+01,3.000470400000000026e+01
3.126447699999999941e+01,3.000470400000000026e+01
3.126447699999999941e+01,3.000470400000000026e+01
3.126447699999999941e+01,3.000470400000000026e+01
3.126447699999999941e+01,3.000470400000000026e+01
3.126447699999999941e+01,3.000470400000000026e+01
3.126447699999999941e+01,3.000470400000000026e+01
3.126447699999999941e+01,3.000470400000000026e+01
3.126447699999999941e+01,3.000470400000000026e+01
3.126447699999999941e+01,3.000470400000000026e+01
3.126447699999999941e+01,3.000470400000000026e+01
3.126447699999999941e+01,3.000470400000000026e+01
3.126447699999999941e+01,3.000470400000000026e+01
3.126447699999999941e+01,3.000470400000000026e+01
3.126447699999999941e+01,3.000470400000000026e+01
3.126447699999999941e+01,3.000470400000000026e+01
3.126447699999999941e+01,3.000470400000000026e+01
3.126447699999999941e+01,3.000470400000000026e+01
